name,slug,abbr,artist,cover,debut,last_played,times_played
Roadhouse Blues,roadhouse-blues,,The Doors,TRUE,1983-12-02,1983-12-02,1
Roadrunner,roadrunner,,The Modern Lovers,TRUE,2000-09-11,2000-09-11,1
Rock 'n' Roll Suicide,rock-n-roll-suicide,,David Bowie,TRUE,2016-10-31,2017-08-01,2
Rock A William,rock-a-william,,Phish,FALSE,1997-02-13,1997-08-10,5
Rock Me Baby,rock-me-baby,,B.B. King,TRUE,2003-02-24,2003-02-24,1
Rock and Roll,rock-and-roll,R&amp;R,The Velvet Underground,TRUE,1998-10-31,2024-08-03,93
Rock and Roll All Nite,rock-and-roll-all-nite,,Kiss,TRUE,1993-02-20,1993-02-20,1
Rock and Roll Part Two,rock-and-roll-part-two,,Gary Glitter,TRUE,1998-11-20,1998-11-20,1
Rocket Man,rocket-man,,Elton John,TRUE,2011-08-09,2011-08-09,1
Rocket in My Pocket,rocket-in-my-pocket,,Little Feat,TRUE,2010-10-31,2011-06-04,2
Rocks Off,rocks-off,,The Rolling Stones,TRUE,2009-10-31,2009-10-31,1
Rocky Mountain Way,rocky-mountain-way,,Joe Walsh,TRUE,1991-02-16,1997-07-23,2
Rocky Raccoon,rocky-raccoon,,The Beatles,TRUE,1994-10-31,1994-10-31,1
Rocky Top,rocky-top,,Osborne Brothers,TRUE,1987-09-21,2019-12-28,205
Roggae,roggae,,Phish,FALSE,1998-06-30,2024-08-15,109
Roll Like a Cantaloupe,roll-like-a-cantaloupe,,Phish,FALSE,1986-10-15,1991-11-14,4
Roll in My Sweet Baby's Arms,roll-in-my-sweet-babys-arms,,Traditional,TRUE,1994-11-18,1994-11-19,2
Roses Are Free,roses-are-free,Roses,Ween,TRUE,1997-12-11,2022-07-16,51
Rotation Jam,rotation-jam,,Phish,FALSE,1995-11-25,1997-08-10,4
Round Room,round-room,,Phish,FALSE,2003-01-02,2016-06-22,6
Ruby Waves,ruby-waves,,Trey Anastasio,TRUE,2019-06-18,2024-08-30,33
Run Like an Antelope,run-like-an-antelope,Antelope,Phish,FALSE,1985-04-06,2024-08-30,480
Runaway Jim,runaway-jim,,Phish,FALSE,1990-03-28,2024-09-01,402
Runnin' with the Devil,runnin-with-the-devil,,Van Halen,TRUE,1998-08-06,1998-08-06,1
Running Out of Time,running-out-of-time,,Phish,FALSE,2016-10-19,2016-10-24,2
Sabotage,sabotage,,Beastie Boys,TRUE,1998-08-08,2024-09-01,6
Sad Lisa,sad-lisa,,Cat Stevens,TRUE,1998-10-18,1998-10-18,1
Sailin' Shoes,sailin-shoes,,Little Feat,TRUE,2010-10-31,2010-10-31,1
Sample in a Jar,sample-in-a-jar,Sample,Phish,FALSE,1993-02-04,2024-08-10,307
Samson Variation,samson-variation,,Ernie Stires,TRUE,1997-06-21,1997-08-03,2
Samson and Delilah,samson-and-delilah,,Gary Davis,TRUE,2016-10-18,2016-10-18,1
Sand,sand,,Trey Anastasio,TRUE,1999-09-11,2024-08-30,148
Sanity,sanity,,Phish,FALSE,1986-10-15,2024-02-24,45
Satin Doll,satin-doll,,Duke Ellington,TRUE,1988-06-20,1993-05-08,18
Savoy Truffle,savoy-truffle,,The Beatles,TRUE,1994-10-31,1994-10-31,1
Saw It Again,saw-it-again,,Phish,FALSE,1997-06-14,2024-08-15,47
Say It To Me S.A.N.T.O.S.,say-it-to-me-santos,,Phish,FALSE,2018-10-31,2024-08-29,43
Say Something,say-something,,Phish,FALSE,2013-07-27,2013-08-30,2
Scabbard,scabbard,,Trey Anastasio,TRUE,2015-07-22,2015-08-22,2
Scarlet Begonias,scarlet-begonias,,Grateful Dead,TRUE,1983-12-02,1985-05-03,3
Scent of a Mule,scent-of-a-mule,SOAMule,Phish,FALSE,1994-04-04,2024-08-02,138
Scents and Subtle Sounds,scents-and-subtle-sounds,,Phish,FALSE,2003-07-07,2024-08-17,45
Sea and Sand,sea-and-sand,,The Who,TRUE,1995-10-31,2020-02-21,4
Secret Language Instructions,secret-language-instructions,,Phish,FALSE,1992-03-06,1993-03-16,10
Secret Smile,secret-smile,,Trey Anastasio,TRUE,2003-07-08,2016-12-29,9
See That My Grave Is Kept Clean,see-that-my-grave-is-kept-clean,,Blind Lemon Jefferson,TRUE,2017-08-04,2017-08-04,1
Seen and Not Seen,seen-and-not-seen,,Talking Heads,TRUE,1996-10-31,1996-10-31,1
Self,self,,The Dude of Life (with Phish),TRUE,1990-09-13,1992-11-20,5
Send in the Clowns,send-in-the-clowns,, Glynis Johns,TRUE,2019-12-31,2019-12-31,1
Set Your Soul Free,set-your-soul-free,,Trey Anastasio,TRUE,2018-07-20,2024-09-01,44
Setting Sail,setting-sail,,Phish,FALSE,1991-04-20,1994-07-15,4
Seven Below,seven-below,,Phish,FALSE,2002-12-31,2023-04-18,49
Sexual Healing,sexual-healing,,Marvin Gaye,TRUE,1998-07-20,1998-11-14,4
Sexy Sadie,sexy-sadie,,The Beatles,TRUE,1994-10-31,1994-10-31,1
Shade,shade,,Phish,FALSE,2015-07-21,2024-08-02,30
Shafty,shafty,,Phish,FALSE,1998-04-05,2022-07-30,7
Shaggy Dog,shaggy-dog,,Sam Hopkins,TRUE,1986-10-15,2021-10-30,17
Shake Your Coconuts,shake-your-coconuts,,Junior Senior,TRUE,2017-07-21,2020-02-20,2
Shake Your Hips,shake-your-hips,,Slim Harpo,TRUE,2009-10-31,2009-10-31,1
She Caught the Katy and Left Me a Mule to Ride,she-caught-the-katy-and-left-me-a-mule-to-ride,She Caught the Katy,Taj Mahal,TRUE,1986-12-06,2010-12-28,6
She Thinks I Still Care,she-thinks-i-still-care,,George Jones,TRUE,2009-03-08,2009-03-08,1
She's So Cold,shes-so-cold,,The Rolling Stones,TRUE,1993-03-31,1993-03-31,1
Shine,shine-2,,Collective Soul,TRUE,1995-12-31,1995-12-31,1
Shine a Light,shine-a-light,,The Rolling Stones,TRUE,2009-10-31,2024-08-09,28
Shipwreck,shipwreck,,Phish,FALSE,2014-10-31,2020-02-20,2
Show of Life,show-of-life,,Trey Anastasio,TRUE,2010-06-11,2023-08-31,33
Sightless Escape,sightless-escape,,Ghosts of the Forest,TRUE,2019-09-01,2023-10-08,2
Sigma Oasis,sigma-oasis,,Trey Anastasio,TRUE,2019-12-08,2024-08-29,38
Silent in the Morning,silent-in-the-morning,Silent,Phish,FALSE,1992-03-07,2024-07-26,186
Simple,simple,,Phish,FALSE,1994-05-27,2024-08-18,203
Sing Monica,sing-monica,,Phish,FALSE,2013-10-31,2016-07-20,8
Sixteen Candles,sixteen-candles,,The Crests,TRUE,1996-12-29,1996-12-29,1
Skin It Back,skin-it-back,,Little Feat,TRUE,1986-10-15,2018-10-21,14
Skippy the Wondermouse,skippy-the-wondermouse,,Phish,FALSE,1984-12-01,1985-10-30,4
Slave to the Traffic Light,slave-to-the-traffic-light,Slave,Phish,FALSE,1984-12-01,2024-09-01,285
Sleep,sleep,,Phish,FALSE,1998-10-17,2019-11-29,18
Sleep Again,sleep-again,,Trey Anastasio,TRUE,2009-11-01,2016-07-16,6
Sleeping Monkey,sleeping-monkey,,Phish,FALSE,1992-03-06,2022-08-05,94
Slipknot!,slipknot,,Grateful Dead,TRUE,1986-04-01,1986-04-01,1
Smells Like Teen Spirit,smells-like-teen-spirit,,Nirvana,TRUE,1998-11-02,1998-11-02,1
Smoke on the Water,smoke-on-the-water,,Deep Purple,TRUE,1999-07-18,1999-07-18,1
Sneakin' Sally Through the Alley,sneakin-sally-through-the-alley,Sneakin' Sally,Lee Dorsey,TRUE,1985-03-08,2023-08-01,82
Snow,snow,,Phish,FALSE,2013-10-31,2013-10-31,1
So Damn Lucky,so-damn-lucky,,Dave Matthews,TRUE,2022-02-24,2022-02-24,1
So Lonely,so-lonely,,The Police,TRUE,1998-11-14,1998-11-14,1
Something,something,,The Beatles,TRUE,1998-10-29,1998-11-25,4
Something Living Here,something-living-here,,Phish,FALSE,2021-10-31,2022-07-27,2
Soul Love,soul-love,,David Bowie,TRUE,2016-10-31,2016-10-31,1
Soul Planet,soul-planet,,Trey Anastasio,TRUE,2017-12-31,2024-08-04,25
Soul Shakedown Party,soul-shakedown-party,,Bob Marley and The Wailers,TRUE,1997-02-17,2021-08-14,13
Soul Survivor,soul-survivor,,The Rolling Stones,TRUE,2009-10-31,2009-10-31,1
Space Oddity,space-oddity,,David Bowie,TRUE,2016-06-24,2022-07-19,7
Spanish Flea,spanish-flea,,Herb Alpert and the Tijuana Brass,TRUE,1984-12-01,1984-12-01,1
Spanish Moon,spanish-moon,,Little Feat,TRUE,2010-10-31,2023-10-15,3
Sparkle,sparkle,,Phish,FALSE,1991-09-25,2023-09-01,333
Sparks,sparks,,The Who,TRUE,1987-03-23,2016-12-30,14
Speak to Me,speak-to-me-pink-floyd,,Pink Floyd,TRUE,1998-11-02,1998-11-02,1
Spices,spices,,Trey Anastasio,TRUE,2003-07-07,2003-07-10,2
Split Open and Melt,split-open-and-melt,SOAMelt,Phish,FALSE,1989-02-17,2024-08-31,345
Spock's Brain,spocks-brain,,Phish,FALSE,1995-05-16,2019-07-14,10
Spooky,spooky,,The Classics IV,TRUE,1993-03-14,2010-10-31,3
Spread It 'Round,spread-it-round,,Phish,FALSE,2003-07-15,2003-08-02,2
Squeeze Box,squeeze-box,,The Who,TRUE,1983-12-02,1983-12-02,1
St. Stephen,st-stephen,,Grateful Dead,TRUE,1984-11-03,1984-11-03,1
St. Thomas,st-thomas,,Sonny Rollins,TRUE,1988-05-22,1988-05-22,1
Stairway to Heaven,stairway-to-heaven,,Led Zeppelin,TRUE,2010-10-30,2010-10-30,1
Stand!,stand,,Sly and the Family Stone,TRUE,1997-06-13,1997-06-13,1
Star,star,,David Bowie,TRUE,2016-10-31,2016-10-31,1
Starman,starman,,David Bowie,TRUE,2016-10-31,2017-08-06,2
Stash,stash,,Phish,FALSE,1990-09-13,2024-09-01,447
Stealing Time From the Faulty Plan,stealing-time-from-the-faulty-plan,STFTFP,Phish,FALSE,2009-06-02,2024-08-04,81
Steam,steam,,Phish,FALSE,2011-06-04,2024-08-30,64
Steep,steep,,Phish,FALSE,1996-10-16,2021-08-28,33
Stir It Up,stir-it-up,,Bob Marley and The Wailers,TRUE,1987-08-21,1987-08-21,1
Stop Breaking Down,stop-breaking-down,,Robert Johnson,TRUE,2009-10-31,2009-10-31,1
Storage Jam,storage-jam,,Phish,FALSE,2011-07-02,2011-07-02,1
Strange Design,strange-design,,Phish,FALSE,1995-05-16,2024-08-30,67
Strawberry Fields Forever,strawberry-fields-forever,,The Beatles,TRUE,2017-07-22,2022-08-02,2
Strawberry Letter 23,strawberry-letter-23,,Shuggie Otis,TRUE,2017-07-22,2024-08-06,11
Stray Dog,stray-dog,,Phish,FALSE,2018-10-31,2019-09-01,4
Suffragette City,suffragette-city,,David Bowie,TRUE,2016-10-31,2016-10-31,1
Sugar Shack,sugar-shack,,Phish,FALSE,2009-06-07,2024-08-29,33
Summer of '89,summer-of-89,,Phish,FALSE,2010-06-18,2010-10-12,4
Sunday Morning,sunday-morning-velvet,,The Velvet Underground,TRUE,2017-07-23,2017-07-23,1
Sunshine of Your Feeling,sunshine-of-your-feeling,,Phish,FALSE,2017-08-05,2017-08-05,1
Suspicious Minds,suspicious-minds,,Elvis Presley,TRUE,1995-09-30,1996-12-06,13
Susskind Hotel,susskind-hotel,,"Trey, Mike, and The Benevento/Russo Duo",TRUE,2011-07-02,2012-07-04,3
Suzy Greenberg,suzy-greenberg,Suzy,Phish,FALSE,1987-02-13,2024-07-19,449
Sweet Adeline,sweet-adeline,,Artie Shaw,TRUE,1990-03-28,2016-12-29,174
Sweet Black Angel,sweet-black-angel,,The Rolling Stones,TRUE,2009-10-31,2009-10-31,1
Sweet Emotion,sweet-emotion,,Aerosmith,TRUE,1993-03-16,1996-11-27,3
Sweet Georgia Brown,sweet-georgia-brown,,Ben Bernie,TRUE,1988-07-07,1988-07-07,1
Sweet Jane,sweet-jane,,The Velvet Underground,TRUE,1998-08-08,2020-02-22,5
Sweet Virginia,sweet-virginia,,The Rolling Stones,TRUE,1999-09-26,2012-06-24,5
Swept Away,swept-away,,Phish,FALSE,1996-10-16,2021-08-28,33
"Swing Low, Sweet Chariot",swing-low-sweet-chariot,,Traditional,TRUE,1986-10-15,1994-11-16,13
Sympathy for the Devil,sympathy-for-the-devil,,The Rolling Stones,TRUE,1988-02-03,1988-02-03,1
T.V. Show,tv-show,,The Dude of Life (with Phish),TRUE,1991-11-08,1991-11-08,1
T.V. Theme,tv-theme,,Phish,FALSE,1985-09-27,1985-10-17,2
Take Me Out to the Ballgame,take-me-out-to-the-ballgame,,Edward Meeker,TRUE,2014-10-27,2014-10-27,1
Take Me to the River,take-me-to-the-river,,Al Green,TRUE,1995-11-21,1997-07-10,2
Take the 'A' Train,take-the-a-train,'A' Train,Duke Ellington,TRUE,1987-04-29,1994-04-13,118
Takin' Care of Business,takin-care-of-business,,Bachman-Turner Overdrive,TRUE,2013-10-20,2013-10-20,1
Talk,talk,,Phish,FALSE,1996-08-05,2023-10-13,15
Taste,taste,,Phish,FALSE,1995-06-07,2024-08-09,144
Taste That Surrounds,taste-that-surrounds,,Phish,FALSE,1995-10-24,1995-12-29,14
Tela,tela,,Phish,FALSE,1988-03-12,2023-12-31,92
Tell Me Something Good,tell-me-something-good,,Rufus with Chaka Khan,TRUE,1987-03-06,1987-03-06,1
Tennessee Waltz,tennessee-waltz,,Roy Acuff & The Smoky Mountain Boys,TRUE,1993-05-06,1994-11-19,3
Terrapin,terrapin,,Syd Barrett,TRUE,1987-09-21,2019-12-04,66
Terrapin Station,terrapin-station,,Grateful Dead,TRUE,1998-08-09,1998-08-09,1
Thank You,thank-you,,Led Zeppelin,TRUE,2010-10-30,2010-10-30,1
Thanksgiving,thanksgiving,,Phish,FALSE,2021-10-31,2021-10-31,1
That's Alright Mama,thats-alright-mama,,Elvis Presley,TRUE,1993-05-06,1993-05-06,1
The 9th Cube,the-9th-cube,,Phish,FALSE,2021-10-31,2023-10-10,2
The Asse Festival,the-asse-festival,Asse Festival,Phish,FALSE,1990-09-13,1991-04-27,24
The Ballad of Curtis Loew,the-ballad-of-curtis-loew,Curtis Loew,Lynyrd Skynyrd,TRUE,1987-04-29,2019-12-30,47
The Birds,the-birds,,Phish,FALSE,2014-10-31,2018-07-22,5
The Birdwatcher,the-birdwatcher,Birdwatcher,Phish,FALSE,2010-12-28,2015-09-06,4
The Chase,the-chase,,Phish,FALSE,1987-10-14,1990-06-07,7
The Chicken,the-chicken,,James Brown,TRUE,1988-03-11,1988-03-11,1
The Chinese Water Torture,the-chinese-water-torture,,Phish,FALSE,2014-10-31,2014-10-31,1
The Connection,the-connection,,Phish,FALSE,2009-06-19,2024-07-21,6
The Continuing Story of Bungalow Bill,the-continuing-story-of-bungalow-bill,,The Beatles,TRUE,1994-10-31,1994-10-31,1
The Cover of 'Rolling Stone',the-cover-of-rolling-stone,,Dr. Hook,TRUE,2003-02-14,2003-02-14,1
The Curtain,the-curtain,Curtain,Phish,FALSE,1988-02-24,2022-07-26,123
The Curtain With,the-curtain-with,Curtain With,Phish,FALSE,1987-08-09,2024-07-24,41
The Dickie Scotland Song,the-dickie-scotland-song,,Phish,FALSE,2004-08-15,2004-08-15,1
The Dirty Jobs,the-dirty-jobs,,The Who,TRUE,1995-10-31,1995-10-31,1
The Dogs,the-dogs,,Phish,FALSE,2014-10-31,2024-08-04,17
The Final Hurrah,the-final-hurrah,,Phish,FALSE,2018-10-31,2024-08-04,17
The Fishin' Hole,the-fishin-hole,,Herbert Spencer and Earle Hagen,TRUE,1989-03-01,1989-08-26,2
The Fog That Surrounds,the-fog-that-surrounds,Fog That Surrounds,Phish,FALSE,1995-09-27,1995-10-17,8
The Gambler,the-gambler,,Kenny Rogers,TRUE,2012-06-10,2012-06-10,1
The Great Curve,the-great-curve,,Talking Heads,TRUE,1996-10-31,1996-10-31,1
The Great Gig in the Sky,the-great-gig-in-the-sky,Great Gig in the Sky,Pink Floyd,TRUE,1993-03-14,1998-11-02,12
The Happy Whip and Dung Song,the-happy-whip-and-dung-song,Happy Whip and Dung Song,Phish,FALSE,1999-07-24,1999-07-24,1
The Haunted House,the-haunted-house,,Phish,FALSE,2014-10-31,2014-10-31,1
The Horse,the-horse,Horse,Phish,FALSE,1992-03-07,2024-07-26,171
The Howling,the-howling,,Phish,FALSE,2021-10-31,2024-09-01,18
The Inlaw Josie Wales,the-inlaw-josie-wales,,Trey Anastasio,TRUE,1999-09-09,2000-10-06,16
The Inner Reaches of Outer,the-inner-reaches-of-outer,,Phish,FALSE,2021-10-31,2021-10-31,1
The Landlady,the-landlady,Landlady,Phish,FALSE,1990-09-13,2022-08-14,214
The Last Step,the-last-step,,Mike Gordon,TRUE,2015-08-05,2015-08-05,1
The Line,the-line,,Phish,FALSE,2013-10-31,2018-10-21,35
The Lion Sleeps Tonight,the-lion-sleeps-tonight,,Traditional,TRUE,2003-02-18,2003-02-18,1
The Little Drummer Boy,the-little-drummer-boy,,"Katherine Davis, Henry Onorati & Harry Simeone",TRUE,1986-12-06,2004-04-16,4
The Lizards,the-lizards,Lizards,Phish,FALSE,1988-01-27,2024-07-27,328
The Maker,the-maker,,Daniel Lanois,TRUE,1994-10-15,2022-02-24,2
The Man Who Stepped Into Yesterday,the-man-who-stepped-into-yesterday,TMWSIY,Phish,FALSE,1987-05-11,2023-12-31,84
The Mango Song,the-mango-song,Mango,Phish,FALSE,1989-03-30,2024-02-21,107
The Moma Dance,the-moma-dance,Moma,Phish,FALSE,1998-06-30,2024-09-01,200
The Night the Lights Went Out in Georgia,the-night-the-lights-went-out-in-georgia,,Vicki Lawrence,TRUE,2023-07-16,2023-07-16,1
The Ocean,the-ocean,,Led Zeppelin,TRUE,2016-01-17,2016-01-17,1
The Oh Kee Pa Ceremony,the-oh-kee-pa-ceremony,Oh Kee Pa,Phish,FALSE,1989-08-12,2024-08-02,220
The Old Home Place,the-old-home-place,,The Dillards,TRUE,1994-06-26,2024-08-07,48
The Other One,the-other-one,,Grateful Dead,TRUE,1985-05-03,1985-05-03,1
The Overload,the-overload,,Talking Heads,TRUE,1996-10-31,1996-10-31,1
The Pendulum,the-pendulum,,Zenzile,TRUE,1986-02-03,1986-04-01,2
The Practical Song,the-practical-song,,Phish,FALSE,1988-09-12,1989-05-26,2
The Price of Love,the-price-of-love,,Ninja Custodian,TRUE,1989-03-30,1989-05-28,2
The Prison Joke,the-prison-joke,,John Fox,TRUE,1991-04-11,1993-03-24,2
The Punk Meets the Godfather,the-punk-meets-the-godfather,,The Who,TRUE,1995-10-31,1995-10-31,1
The Real Me,the-real-me,,The Who,TRUE,1995-10-31,1995-12-29,2
The Rock,the-rock,,The Who,TRUE,1995-10-31,1995-10-31,1
The Rover,the-rover,,Led Zeppelin,TRUE,2010-06-24,2010-06-24,1
The Silver Light,the-silver-light,,Trey Anastasio,TRUE,2021-10-26,2021-10-26,1
The Sloth,the-sloth,Sloth,Phish,FALSE,1987-08-09,2023-12-31,176
The Squirming Coil,the-squirming-coil,Coil,Phish,FALSE,1990-01-20,2024-07-31,370
The Star-Spangled Banner,the-star-spangled-banner,Star Spangled Banner,Francis Scott Key,TRUE,1996-10-17,2016-12-28,21
The Tears of a Clown,the-tears-of-a-clown,,Smokey Robinson & The Miracles,TRUE,2004-08-11,2004-08-11,1
The Thrill is Gone,the-thrill-is-gone,,Roy Hawkins,TRUE,2003-02-24,2003-02-24,1
The Unsafe Bridge,the-unsafe-bridge,,Phish,FALSE,2014-10-31,2014-10-31,1
The Unwinding,the-unwinding,,Phish,FALSE,2021-10-31,2021-10-31,1
The Very Long Fuse,the-very-long-fuse,,Phish,FALSE,2014-10-31,2017-07-26,4
The Vibration of Life,the-vibration-of-life,Vibration of Life,Phish,FALSE,1992-11-23,1996-11-19,22
The Way It Goes,the-way-it-goes,,Gillian Welch,TRUE,2011-09-04,2011-09-04,1
The Wedge,the-wedge,Wedge,Phish,FALSE,1993-02-03,2024-08-09,129
The Well,the-well,,Trey Anastasio,TRUE,2023-07-16,2024-07-26,6
The Wind Cries Mary,the-wind-cries-mary,,Jimi Hendrix Experience,TRUE,2017-07-30,2017-07-30,1
Them Changes,them-changes,,Buddy Miles,TRUE,1997-11-30,1997-11-30,1
Theme From the Bottom,theme-from-the-bottom,Theme,Phish,FALSE,1995-05-16,2024-08-29,188
"Theme from New York, New York",theme-from-emnew-york-new-yorkem,,Liza Minnelli,TRUE,1997-12-31,2022-12-31,2
Theme from Star Trek,theme-from-star-trek,,Alexander Courage,TRUE,1996-08-04,1996-08-04,1
Things People Do,things-people-do,,Phish,FALSE,2016-06-28,2019-07-09,9
Thread,thread,,Phish,FALSE,2017-07-16,2024-07-21,7
Three Little Birds,three-little-birds,,Bob Marley and The Wailers,TRUE,1995-06-17,1995-06-17,1
Thunder Road,thunder-road,,Bruce Springsteen,TRUE,2011-06-19,2011-06-19,1
Thunderhead,thunderhead,,Trey Anastasio,TRUE,2003-01-02,2022-09-03,7
Tide Turns,tide-turns,,Phish,FALSE,2016-06-29,2018-07-28,7
Timber,timber-haunted,,Phish,FALSE,2014-10-31,2016-07-10,2
Timber (Jerry the Mule),timber-jerry-the-mule,Timber Ho,Josh White and Sam Gary,TRUE,1987-04-29,2024-08-18,103
Time,time,,Pink Floyd,TRUE,1998-11-02,1998-11-02,1
Time Loves a Hero,time-loves-a-hero,,Little Feat,TRUE,1988-10-29,2011-07-03,8
Time Turns Elastic,time-turns-elastic,TTE,Trey Anastasio & Don Hart,TRUE,2009-05-31,2021-12-31,18
To France,to-france,,Jeff Mosier,TRUE,1994-11-17,1994-11-17,1
Tomorrow's Song,tomorrows-song,,Phish,FALSE,2009-11-27,2009-11-27,1
Tonight,tonight,,Zenzile,TRUE,1986-02-03,1986-02-03,1
Torn and Frayed,torn-and-frayed,,The Rolling Stones,TRUE,2009-10-31,2023-10-06,10
Touch Me,touch-me,,The Doors,TRUE,1991-07-11,1994-12-03,9
Tower Jam,tower-jam,,Phish,FALSE,2003-08-02,2003-08-02,1
Train Round the Bend,train-round-the-bend,,The Velvet Underground,TRUE,1998-10-31,1998-10-31,1
Train Song,train-song,,Phish,FALSE,1996-07-21,2024-08-06,59
Trane To Conamarra,trane-to-conamarra,,B̩la Fleck and the Flecktones,TRUE,1997-07-09,1997-07-09,1
Trench Town Rock,trench-town-rock,,Bob Marley and The Wailers,TRUE,1998-08-11,1998-08-11,1
Tripe Face Boogie,tripe-face-boogie,,Little Feat,TRUE,2010-10-31,2010-10-31,1
Tube,tube,,Phish,FALSE,1990-09-13,2024-09-01,193
Tubthumping,tubthumping,,Chumbawamba,TRUE,1998-11-21,1998-11-21,1
Tuesday,tuesday,,Trey Anastasio,TRUE,2017-07-18,2017-07-25,2
Tuesday's Gone,tuesdays-gone,,Lynyrd Skynyrd,TRUE,1999-07-13,1999-07-13,1
Tumbling Dice,tumbling-dice,,The Rolling Stones,TRUE,2009-10-31,2009-10-31,1
Turd on the Run,turd-on-the-run,,The Rolling Stones,TRUE,2009-10-31,2009-10-31,1
Turtle in the Clouds,turtle-in-the-clouds,,Phish,FALSE,2018-10-31,2024-07-31,18
Tush,tush,,ZZ Top,TRUE,1986-12-06,1987-08-10,2
Tweezer,tweezer,,Phish,FALSE,1990-03-28,2024-09-01,403
Tweezer Reprise,tweezer-reprise,Tweeprise,Phish,FALSE,1991-02-01,2024-09-01,316
Twenty Years Later,twenty-years-later,,Phish,FALSE,2009-06-05,2024-07-28,44
Twist,twist,,Phish,FALSE,1997-06-14,2024-08-16,176
Two Versions of Me,two-versions-of-me,,Phish,FALSE,2003-07-12,2021-10-28,8
Uncle Pen,uncle-pen,,Bill Monroe,TRUE,1990-03-28,2017-08-05,211
Uncloudy Day,uncloudy-day,,The Staples Singers,TRUE,1998-10-03,1998-10-03,1
Undermind,undermind,,Trey Anastasio,TRUE,2009-03-08,2024-08-31,59
Undun,undun,,The Guess Who,TRUE,1989-03-30,1989-12-07,6
United We Stand,united-we-stand,,Brotherhood of Man,TRUE,2015-09-06,2015-09-06,1
Us and Them,us-and-them,,Pink Floyd,TRUE,1998-11-02,1998-11-02,1
Vacuum Solo,vacuum-solo,,Phish,FALSE,1992-03-30,1993-05-29,8
Ventilator Blues,ventilator-blues,,The Rolling Stones,TRUE,2009-10-31,2009-10-31,1
Victim,victim,,Mike Gordon,TRUE,2019-12-04,2020-02-20,2
Viola Lee Blues,viola-lee-blues,,Gus Cannon,TRUE,1999-09-17,1999-09-17,1
Vultures,vultures,,Phish,FALSE,1997-06-13,2024-07-30,48
Wading in the Velvet Sea,wading-in-the-velvet-sea,Velvet Sea,Phish,FALSE,1997-06-13,2024-08-10,106
Wait,wait,,Phish,FALSE,1991-10-31,1992-05-14,3
Waiting All Night,waiting-all-night,,Phish,FALSE,2013-10-31,2021-10-24,33
Waking Up,waking-up,,Phish,FALSE,1997-06-14,1997-06-14,1
Waking Up Dead,waking-up-dead,,Phish,FALSE,2016-06-29,2018-07-25,8
Walfredo,walfredo,,Phish,FALSE,1997-02-13,2014-10-27,7
Walk Away,walk-away,,The James Gang,TRUE,1988-07-23,2023-07-23,91
Walk This Way,walk-this-way,,Aerosmith,TRUE,2000-09-29,2000-09-29,1
Walls of the Cave,walls-of-the-cave,WotC,Phish,FALSE,2002-12-31,2024-08-07,74
Waste,waste,,Phish,FALSE,1996-06-06,2024-07-23,100
Water in the Sky,water-in-the-sky,,Phish,FALSE,1997-06-13,2022-07-15,84
Waves,waves,,Phish,FALSE,2002-12-31,2024-08-10,55
Way Down in the Hole,way-down-in-the-hole,,Tom Waits,TRUE,2017-08-02,2017-08-02,1
We Are Come to Outlive Our Brains,we-are-come-to-outlive-our-brains,,Phish,FALSE,2018-10-31,2023-08-31,10
We're Not Gonna Take It,were-not-gonna-take-it,,The Who,TRUE,1999-10-08,1999-10-08,1
We're an American Band,were-an-american-band,,Grand Funk Railroad,TRUE,1996-11-16,2000-09-29,2
Weekapaug Groove,weekapaug-groove,Weekapaug,Phish,FALSE,1988-07-23,2024-08-17,507
Weigh,weigh,,Phish,FALSE,1992-03-07,2024-08-10,46
West L.A. Fadeaway,west-la-fadeaway,,Grateful Dead,TRUE,2000-10-06,2016-10-18,2
What Things Seem,what-things-seem,,,TRUE,2010-10-11,2010-12-27,2
What's Going Through Your Mind,whats-going-through-your-mind,,Trey Anastasio,TRUE,2024-08-07,2024-08-31,3
What's the Use?,whats-the-use,WTU?,Phish,FALSE,1999-07-04,2024-08-30,66
When Something is Wrong with My Baby,when-something-is-wrong-with-my-baby,,Sam and Dave,TRUE,1993-04-24,1993-04-30,3
When the Cactus is in Bloom,when-the-cactus-is-in-bloom,,Jimmie Rodgers,TRUE,2009-06-09,2009-06-09,1
When the Circus Comes,when-the-circus-comes,Circus,Los Lobos,TRUE,1997-02-13,2024-07-20,75
While My Guitar Gently Weeps,while-my-guitar-gently-weeps,WMGGW,The Beatles,TRUE,1994-10-31,2023-08-04,37
Whipping Post,whipping-post,,The Allman Brothers Band,TRUE,1984-11-03,1999-07-25,49
White Rabbit,white-rabbit,,Jefferson Airplane,TRUE,1995-09-30,1995-09-30,1
White Winter Hymnal,white-winter-hymnal,,Fleet Foxes,TRUE,2017-07-26,2017-07-26,1
Who By Fire,who-by-fire,,Leonard Cohen,TRUE,1994-04-23,1994-04-23,1
Who Do? We Do!,who-do-we-do,,Phish,FALSE,1987-04-24,1990-03-10,15
Who Knows,who-knows,,Band of Gypsys,TRUE,1989-10-26,1993-08-09,2
Who Loves the Sun?,who-loves-the-sun,,The Velvet Underground,TRUE,1998-10-31,2019-02-21,2
Whole Lotta Love,whole-lotta-love,,Led Zeppelin,TRUE,1990-06-09,2010-10-30,5
